발송순번,고객ID,고객명,연락처,세그먼트,우선순위,마지막이용일,경과일,평균주기,초과배수,이용횟수,마지막품목,누적결제금액,잔여횟수,만료일,수신동의,최근발송일,캠페인,채널,제목,발송메시지,발송예정일시,템플릿ID
1654,C102949,황예진,010-8160-5352,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,23회,프리미엄 관리,"7,901,900원",5회,2026-09-30,동의,2026-04-23,잔여 횟수 예약 유도,카카오 알림톡,,"황예진님, 결제하신 관리 23회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1655,C102964,이예희,010-1665-5233,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,23회,고주파 리프팅,"9,138,500원",4회,2026-09-30,동의,2026-04-23,잔여 횟수 예약 유도,카카오 알림톡,,"이예희님, 결제하신 관리 23회 중 4회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1656,C102979,윤윤아,010-4444-7792,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,15회,프리미엄 관리,"3,191,700원",6회,2026-09-30,동의,2026-05-04,잔여 횟수 예약 유도,카카오 알림톡,,"윤윤아님, 결제하신 관리 15회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1657,C102995,전주우,010-9268-5678,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,25회,고주파 리프팅,"8,969,200원",6회,2026-09-30,동의,2026-05-25,잔여 횟수 예약 유도,카카오 알림톡,,"전주우님, 결제하신 관리 25회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1658,C103006,홍지영,010-9592-4769,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,19회,고주파 리프팅,"6,358,400원",3회,2026-09-30,동의,2026-07-01,잔여 횟수 예약 유도,카카오 알림톡,,"홍지영님, 결제하신 관리 19회 중 3회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1659,C103041,안도희,010-8574-8413,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,25회,프리미엄 관리,"5,476,200원",1회,2026-09-30,동의,2026-07-07,잔여 횟수 예약 유도,카카오 알림톡,,"안도희님, 결제하신 관리 25회 중 1회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1660,C103058,윤민수,010-4551-8717,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,26회,탄력 집중 관리,"9,337,400원",4회,2026-09-30,동의,2026-05-09,잔여 횟수 예약 유도,카카오 알림톡,,"윤민수님, 결제하신 관리 26회 중 4회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1661,C103118,이주서,010-1829-7467,단골/VIP,2순위,2026-07-19,17일,24일,0.7배,13회,프리미엄 관리,"3,275,900원",2회,2026-09-30,동의,2026-05-25,잔여 횟수 예약 유도,카카오 알림톡,,"이주서님, 결제하신 관리 13회 중 2회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1662,C102893,윤유우,010-4306-3573,단골/VIP,2순위,2026-07-20,16일,24일,0.7배,12회,프리미엄 관리,"3,720,000원",5회,2026-09-30,동의,2026-06-23,잔여 횟수 예약 유도,카카오 알림톡,,"윤유우님, 결제하신 관리 12회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1663,C102916,이소진,010-1894-7276,단골/VIP,2순위,2026-07-20,16일,24일,0.7배,17회,프리미엄 관리,"5,549,400원",3회,2026-09-30,동의,2026-06-02,잔여 횟수 예약 유도,카카오 알림톡,,"이소진님, 결제하신 관리 17회 중 3회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1664,C102962,전지경,010-9153-8733,단골/VIP,2순위,2026-07-20,16일,24일,0.7배,25회,탄력 집중 관리,"6,846,300원",5회,2026-09-30,동의,2026-06-04,잔여 횟수 예약 유도,카카오 알림톡,,"전지경님, 결제하신 관리 25회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1665,C102978,송채아,010-8736-6668,단골/VIP,2순위,2026-07-20,16일,24일,0.7배,11회,고주파 리프팅,"4,046,700원",5회,2026-09-30,동의,2026-05-09,잔여 횟수 예약 유도,카카오 알림톡,,"송채아님, 결제하신 관리 11회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1666,C103003,최민영,010-2723-4607,단골/VIP,2순위,2026-07-20,16일,24일,0.7배,25회,고주파 리프팅,"5,270,000원",4회,2026-09-30,동의,2026-07-02,잔여 횟수 예약 유도,카카오 알림톡,,"최민영님, 결제하신 관리 25회 중 4회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1667,C103063,장도연,010-4628-7929,단골/VIP,2순위,2026-07-20,16일,24일,0.7배,21회,프리미엄 관리,"7,882,700원",6회,2026-09-30,동의,2026-06-24,잔여 횟수 예약 유도,카카오 알림톡,,"장도연님, 결제하신 관리 21회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1668,C102912,황채준,010-7876-1216,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,26회,고주파 리프팅,"5,607,800원",2회,2026-09-30,동의,2026-05-11,잔여 횟수 예약 유도,카카오 알림톡,,"황채준님, 결제하신 관리 26회 중 2회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1669,C102931,전예연,010-9106-6385,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,26회,고주파 리프팅,"9,538,800원",3회,2026-09-30,동의,2026-07-16,잔여 횟수 예약 유도,카카오 알림톡,,"전예연님, 결제하신 관리 26회 중 3회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1670,C102963,임지연,010-5203-7114,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,21회,탄력 집중 관리,"7,030,900원",3회,2026-09-30,동의,2026-05-20,잔여 횟수 예약 유도,카카오 알림톡,,"임지연님, 결제하신 관리 21회 중 3회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1671,C102976,오소수,010-6254-2928,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,15회,프리미엄 관리,"5,732,400원",5회,2026-09-30,동의,2026-04-29,잔여 횟수 예약 유도,카카오 알림톡,,"오소수님, 결제하신 관리 15회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1672,C102987,임은우,010-5052-2011,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,13회,고주파 리프팅,"4,373,400원",6회,2026-09-30,동의,2026-04-25,잔여 횟수 예약 유도,카카오 알림톡,,"임은우님, 결제하신 관리 13회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1673,C103077,전주희,010-9256-7669,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,12회,탄력 집중 관리,"3,405,000원",5회,2026-09-30,동의,2026-05-24,잔여 횟수 예약 유도,카카오 알림톡,,"전주희님, 결제하신 관리 12회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1674,C103104,조유경,010-3729-8846,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,19회,고주파 리프팅,"7,959,600원",4회,2026-09-30,동의,2026-06-10,잔여 횟수 예약 유도,카카오 알림톡,,"조유경님, 결제하신 관리 19회 중 4회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1675,C103109,조주아,010-3857-8081,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,16회,프리미엄 관리,"4,561,000원",5회,2026-09-30,동의,2026-04-29,잔여 횟수 예약 유도,카카오 알림톡,,"조주아님, 결제하신 관리 16회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1676,C103114,전수경,010-9202-5899,단골/VIP,2순위,2026-07-21,15일,24일,0.6배,24회,프리미엄 관리,"9,713,000원",3회,2026-09-30,동의,2026-05-11,잔여 횟수 예약 유도,카카오 알림톡,,"전수경님, 결제하신 관리 24회 중 3회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1677,C102892,전서수,010-9118-7323,단골/VIP,2순위,2026-07-22,14일,24일,0.6배,26회,고주파 리프팅,"5,866,800원",5회,2026-09-30,동의,2026-06-10,잔여 횟수 예약 유도,카카오 알림톡,,"전서수님, 결제하신 관리 26회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1678,C102904,신하희,010-6989-3010,단골/VIP,2순위,2026-07-22,14일,24일,0.6배,16회,고주파 리프팅,"4,741,500원",5회,2026-09-30,동의,2026-06-29,잔여 횟수 예약 유도,카카오 알림톡,,"신하희님, 결제하신 관리 16회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1679,C102943,조주영,010-4113-2023,단골/VIP,2순위,2026-07-22,14일,24일,0.6배,25회,탄력 집중 관리,"9,664,600원",1회,2026-09-30,동의,2026-06-18,잔여 횟수 예약 유도,카카오 알림톡,,"조주영님, 결제하신 관리 25회 중 1회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1680,C103031,강채희,010-3648-6104,단골/VIP,2순위,2026-07-22,14일,24일,0.6배,21회,고주파 리프팅,"5,469,000원",5회,2026-09-30,동의,2026-05-15,잔여 횟수 예약 유도,카카오 알림톡,,"강채희님, 결제하신 관리 21회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1681,C103039,김민영,010-1236-2719,단골/VIP,2순위,2026-07-22,14일,24일,0.6배,19회,프리미엄 관리,"5,641,300원",6회,2026-09-30,동의,2026-05-02,잔여 횟수 예약 유도,카카오 알림톡,,"김민영님, 결제하신 관리 19회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1682,C103056,신윤준,010-7026-5803,단골/VIP,2순위,2026-07-22,14일,24일,0.6배,23회,프리미엄 관리,"8,445,400원",5회,2026-09-30,동의,2026-06-27,잔여 횟수 예약 유도,카카오 알림톡,,"신윤준님, 결제하신 관리 23회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1683,C102909,조도경,010-4106-3513,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,25회,고주파 리프팅,"6,595,400원",5회,2026-09-30,동의,2026-07-06,잔여 횟수 예약 유도,카카오 알림톡,,"조도경님, 결제하신 관리 25회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1684,C102967,조서희,010-3833-6238,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,19회,고주파 리프팅,"4,225,300원",1회,2026-09-30,동의,2026-07-11,잔여 횟수 예약 유도,카카오 알림톡,,"조서희님, 결제하신 관리 19회 중 1회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1685,C102972,홍윤정,010-9584-7214,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,16회,프리미엄 관리,"6,335,500원",3회,2026-09-30,동의,2026-05-07,잔여 횟수 예약 유도,카카오 알림톡,,"홍윤정님, 결제하신 관리 16회 중 3회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1686,C102986,한은경,010-5710-3151,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,25회,프리미엄 관리,"9,945,500원",5회,2026-09-30,동의,2026-05-09,잔여 횟수 예약 유도,카카오 알림톡,,"한은경님, 결제하신 관리 25회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1687,C102992,정윤빈,010-3009-8628,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,16회,탄력 집중 관리,"6,115,400원",2회,2026-09-30,동의,2026-06-26,잔여 횟수 예약 유도,카카오 알림톡,,"정윤빈님, 결제하신 관리 16회 중 2회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1688,C102998,오주아,010-5993-5374,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,19회,탄력 집중 관리,"6,748,600원",4회,2026-09-30,동의,2026-07-09,잔여 횟수 예약 유도,카카오 알림톡,,"오주아님, 결제하신 관리 19회 중 4회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1689,C102999,이서정,010-1713-9284,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,15회,탄력 집중 관리,"5,201,700원",1회,2026-09-30,동의,2026-06-12,잔여 횟수 예약 유도,카카오 알림톡,,"이서정님, 결제하신 관리 15회 중 1회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1690,C103022,최서영,010-2446-7986,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,13회,프리미엄 관리,"3,010,500원",6회,2026-09-30,동의,2026-06-10,잔여 횟수 예약 유도,카카오 알림톡,,"최서영님, 결제하신 관리 13회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1691,C103071,전도진,010-9385-6319,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,11회,고주파 리프팅,"3,946,100원",4회,2026-09-30,동의,2026-05-17,잔여 횟수 예약 유도,카카오 알림톡,,"전도진님, 결제하신 관리 11회 중 4회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1692,C103073,김은수,010-1381-9597,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,12회,탄력 집중 관리,"4,899,300원",6회,2026-09-30,동의,2026-05-16,잔여 횟수 예약 유도,카카오 알림톡,,"김은수님, 결제하신 관리 12회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1693,C103078,박예호,010-1906-8278,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,21회,탄력 집중 관리,"8,647,900원",5회,2026-09-30,동의,2026-04-29,잔여 횟수 예약 유도,카카오 알림톡,,"박예호님, 결제하신 관리 21회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1694,C103093,황유희,010-7987-6758,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,26회,탄력 집중 관리,"8,579,900원",5회,2026-09-30,동의,2026-06-25,잔여 횟수 예약 유도,카카오 알림톡,,"황유희님, 결제하신 관리 26회 중 5회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
1695,C103115,최소수,010-2384-6507,단골/VIP,2순위,2026-07-23,13일,24일,0.5배,25회,탄력 집중 관리,"9,643,700원",6회,2026-09-30,동의,2026-07-15,잔여 횟수 예약 유도,카카오 알림톡,,"최소수님, 결제하신 관리 25회 중 6회가 남아 있습니다.

잔여 횟수는 8월 31일까지 사용 가능하며, 담당 실장 일정으로 우선 배정해 드립니다.",2026-08-04(화) 10:30,T-VIP-01
